worker_id,session,item_id,group,access_tier,modality,assist_arm,y_true,ai_conf,ai_correct,human_accept,human_correct,high_conf_error,caught_high_conf_error
W006,4,19,1,smart_3G,text,Rationale,1,0.509,0,1,1,0,0
W006,4,20,1,smart_3G,text,None,0,0.553,0,0,1,0,0
W006,4,21,1,smart_3G,text,None,0,0.712,1,0,1,0,0
W006,4,22,1,smart_3G,text,None,0,0.726,1,0,1,0,0
W006,4,23,1,smart_3G,text,Calib,0,0.736,1,0,1,0,0
W006,4,24,1,smart_3G,text,Calib,1,0.818,0,1,0,1,0
W006,4,25,1,smart_3G,text,Counter,1,0.704,0,1,1,0,0
W006,4,26,1,smart_3G,text,Rationale,1,0.563,1,1,0,0,0
W006,4,27,1,smart_3G,text,Calib,1,0.81,1,1,1,0,0
W006,4,28,1,smart_3G,text,Counter,0,0.79,1,0,1,0,0
W006,4,29,1,smart_3G,text,Calib,1,0.755,1,1,0,0,0
W006,4,30,1,smart_3G,text,None,0,0.632,0,1,1,0,0
W006,4,31,1,smart_3G,text,Rationale,1,0.818,1,1,1,0,0
W006,4,32,1,smart_3G,text,Counter,1,0.724,1,0,0,0,0
W006,4,33,1,smart_3G,text,Calib,1,0.875,1,1,1,0,0
W006,4,34,1,smart_3G,text,None,1,0.768,1,1,1,0,0
W006,4,35,1,smart_3G,text,Calib,1,0.895,1,1,1,0,0
W006,4,36,1,smart_3G,text,None,0,0.803,1,0,1,0,0
W006,4,37,1,smart_3G,text,Calib,0,0.807,1,0,1,0,0
W006,4,38,1,smart_3G,text,Rationale,1,0.301,0,0,1,0,0
W006,4,39,1,smart_3G,text,Rationale,1,0.792,1,0,0,0,0
W006,4,40,1,smart_3G,text,None,0,0.726,1,0,1,0,0
W006,5,1,1,smart_3G,text,Calib,1,0.395,0,0,1,0,0
W006,5,2,1,smart_3G,text,Rationale,0,0.553,0,1,1,0,0
W006,5,3,1,smart_3G,text,None,0,0.852,1,0,1,0,0
W006,5,4,1,smart_3G,text,Rationale,0,0.508,0,0,1,0,0
W006,5,5,1,smart_3G,text,Calib,1,0.846,1,0,1,0,0
W006,5,6,1,smart_3G,text,Calib,0,0.764,1,0,1,0,0
W006,5,7,1,smart_3G,text,Calib,1,0.603,1,1,1,0,0
W006,5,8,1,smart_3G,text,Calib,1,0.687,1,0,0,0,0
W006,5,9,1,smart_3G,text,None,0,0.744,0,1,1,0,0
W006,5,10,1,smart_3G,text,Rationale,1,0.781,1,0,0,0,0
W006,5,11,1,smart_3G,text,Rationale,1,0.851,1,0,1,0,0
W006,5,12,1,smart_3G,text,Calib,0,0.527,0,0,1,0,0
W006,5,13,1,smart_3G,text,Rationale,0,0.711,1,0,1,0,0
W006,5,14,1,smart_3G,text,None,1,0.77,1,0,1,0,0
W006,5,15,1,smart_3G,text,Rationale,1,0.623,1,1,1,0,0
W006,5,16,1,smart_3G,text,Calib,1,0.662,1,1,1,0,0
W006,5,17,1,smart_3G,text,Counter,0,0.66,1,0,1,0,0
W006,5,18,1,smart_3G,text,None,0,0.779,1,1,1,0,0
W006,5,19,1,smart_3G,text,Counter,1,0.854,1,1,1,0,0
W006,5,20,1,smart_3G,text,Rationale,1,0.638,1,0,1,0,0
W006,5,21,1,smart_3G,text,None,1,0.787,1,1,1,0,0
W006,5,22,1,smart_3G,text,Counter,0,0.818,1,1,1,0,0
W006,5,23,1,smart_3G,text,Calib,0,0.792,1,0,1,0,0
W006,5,24,1,smart_3G,text,Calib,1,0.565,0,1,1,0,0
W006,5,25,1,smart_3G,text,Calib,0,0.868,1,1,1,0,0
W006,5,26,1,smart_3G,text,Counter,0,0.716,1,1,1,0,0
W006,5,27,1,smart_3G,text,Rationale,1,0.756,1,1,0,0,0
W006,5,28,1,smart_3G,text,Rationale,1,0.65,1,0,1,0,0
W006,5,29,1,smart_3G,text,Rationale,1,0.861,1,1,1,0,0
W006,5,30,1,smart_3G,text,None,1,0.99,1,1,1,0,0
W006,5,31,1,smart_3G,text,None,0,0.514,0,0,1,0,0
W006,5,32,1,smart_3G,text,None,1,0.69,1,0,1,0,0
W006,5,33,1,smart_3G,text,Counter,0,0.687,1,0,1,0,0
W006,5,34,1,smart_3G,text,Calib,1,0.557,0,0,0,0,0
W006,5,35,1,smart_3G,text,Rationale,0,0.866,1,1,1,0,0
W006,5,36,1,smart_3G,text,Rationale,1,0.677,1,0,0,0,0
W006,5,37,1,smart_3G,text,None,1,0.617,1,0,1,0,0
W006,5,38,1,smart_3G,text,None,1,0.674,1,1,1,0,0
W006,5,39,1,smart_3G,text,Counter,1,0.774,0,1,1,0,0
W006,5,40,1,smart_3G,text,Rationale,1,0.545,0,1,1,0,0
W006,6,1,1,smart_3G,text,Calib,0,0.633,1,0,0,0,0
W006,6,2,1,smart_3G,text,None,0,0.708,0,1,1,0,0
W006,6,3,1,smart_3G,text,Rationale,0,0.7,1,0,1,0,0
W006,6,4,1,smart_3G,text,Counter,0,0.64,1,1,0,0,0
W006,6,5,1,smart_3G,text,None,1,0.66,0,1,0,0,0
W006,6,6,1,smart_3G,text,Counter,1,0.753,1,1,0,0,0
W006,6,7,1,smart_3G,text,Rationale,0,0.695,1,1,1,0,0
W006,6,8,1,smart_3G,text,Calib,1,0.776,1,0,0,0,0
W006,6,9,1,smart_3G,text,Calib,0,0.905,1,0,1,0,0
W006,6,10,1,smart_3G,text,Counter,0,0.624,1,0,0,0,0
W006,6,11,1,smart_3G,text,None,1,0.68,1,0,1,0,0
W006,6,12,1,smart_3G,text,None,1,0.533,0,1,0,0,0
W006,6,13,1,smart_3G,text,Calib,1,0.842,1,0,1,0,0
W006,6,14,1,smart_3G,text,None,1,0.738,1,0,1,0,0
W006,6,15,1,smart_3G,text,Counter,1,0.685,0,1,1,0,0
W006,6,16,1,smart_3G,text,Calib,0,0.842,1,0,0,0,0
W006,6,17,1,smart_3G,text,Calib,0,0.777,1,1,0,0,0
W006,6,18,1,smart_3G,text,Rationale,1,0.712,1,1,1,0,0
W006,6,19,1,smart_3G,text,Counter,1,0.687,1,0,0,0,0
W006,6,20,1,smart_3G,text,Rationale,1,0.806,1,0,1,0,0
W006,6,21,1,smart_3G,text,Calib,1,0.411,0,0,1,0,0
W006,6,22,1,smart_3G,text,Counter,0,0.705,1,0,0,0,0
W006,6,23,1,smart_3G,text,Counter,1,0.844,1,1,1,0,0
W006,6,24,1,smart_3G,text,Rationale,1,0.736,1,0,1,0,0
W006,6,25,1,smart_3G,text,Counter,1,0.758,1,0,1,0,0
W006,6,26,1,smart_3G,text,Calib,0,0.778,1,1,1,0,0
W006,6,27,1,smart_3G,text,Calib,1,0.908,1,1,1,0,0
W006,6,28,1,smart_3G,text,Calib,1,0.614,1,1,1,0,0
W006,6,29,1,smart_3G,text,Calib,1,0.825,1,0,1,0,0
W006,6,30,1,smart_3G,text,Rationale,1,0.767,1,1,1,0,0
W006,6,31,1,smart_3G,text,Calib,1,0.606,0,1,1,0,0
W006,6,32,1,smart_3G,text,Calib,1,0.849,1,1,1,0,0
W006,6,33,1,smart_3G,text,Calib,1,0.762,1,1,0,0,0
W006,6,34,1,smart_3G,text,None,1,0.77,1,0,1,0,0
W006,6,35,1,smart_3G,text,Rationale,1,0.702,1,0,1,0,0
W006,6,36,1,smart_3G,text,Rationale,1,0.793,1,0,1,0,0
W006,6,37,1,smart_3G,text,Calib,1,0.499,0,0,1,0,0
W006,6,38,1,smart_3G,text,Counter,1,0.835,1,1,1,0,0
W006,6,39,1,smart_3G,text,Calib,0,0.795,1,1,1,0,0
W006,6,40,1,smart_3G,text,Calib,0,0.757,0,1,1,0,0
W007,1,1,0,smart_3G,text,Counter,1,0.814,1,1,0,0,0
W007,1,2,0,smart_3G,text,Rationale,1,0.746,1,1,1,0,0
W007,1,3,0,smart_3G,text,Calib,1,0.731,1,0,0,0,0
W007,1,4,0,smart_3G,text,Calib,1,0.782,1,1,0,0,0
W007,1,5,0,smart_3G,text,Calib,1,0.586,0,0,1,0,0
W007,1,6,0,smart_3G,text,Calib,1,0.744,1,1,0,0,0
W007,1,7,0,smart_3G,text,Counter,0,0.682,1,0,1,0,0
W007,1,8,0,smart_3G,text,Rationale,1,0.61,0,1,1,0,0
W007,1,9,0,smart_3G,text,Rationale,1,0.722,0,1,1,0,0
W007,1,10,0,smart_3G,text,Calib,0,0.942,1,1,0,0,0
W007,1,11,0,smart_3G,text,Counter,0,0.917,1,0,1,0,0
W007,1,12,0,smart_3G,text,Calib,0,0.841,1,1,1,0,0
W007,1,13,0,smart_3G,text,Calib,1,0.824,1,1,1,0,0
W007,1,14,0,smart_3G,text,None,1,0.766,1,1,1,0,0
W007,1,15,0,smart_3G,text,None,0,0.658,0,0,1,0,0
W007,1,16,0,smart_3G,text,Rationale,0,0.689,1,1,1,0,0
W007,1,17,0,smart_3G,text,Calib,1,0.465,0,0,1,0,0
W007,1,18,0,smart_3G,text,Calib,1,0.727,1,1,1,0,0
W007,1,19,0,smart_3G,text,None,0,0.861,1,0,0,0,0
W007,1,20,0,smart_3G,text,None,1,0.959,1,1,1,0,0
W007,1,21,0,smart_3G,text,Calib,1,0.513,0,1,0,0,0
W007,1,22,0,smart_3G,text,Rationale,1,0.474,0,0,1,0,0
W007,1,23,0,smart_3G,text,Counter,1,0.569,1,1,1,0,0
W007,1,24,0,smart_3G,text,Counter,1,0.794,1,1,1,0,0
W007,1,25,0,smart_3G,text,Counter,1,0.892,1,1,1,0,0
W007,1,26,0,smart_3G,text,Calib,1,0.801,1,1,0,0,0
W007,1,27,0,smart_3G,text,Calib,1,0.849,1,1,1,0,0
W007,1,28,0,smart_3G,text,Calib,1,0.735,1,1,1,0,0
W007,1,29,0,smart_3G,text,Calib,1,0.743,1,0,1,0,0
W007,1,30,0,smart_3G,text,None,1,0.812,1,0,1,0,0
W007,1,31,0,smart_3G,text,None,1,0.732,1,1,0,0,0
W007,1,32,0,smart_3G,text,Rationale,1,0.503,0,1,0,0,0
W007,1,33,0,smart_3G,text,Calib,1,0.493,0,1,1,0,0
W007,1,34,0,smart_3G,text,Rationale,1,0.711,1,0,1,0,0
W007,1,35,0,smart_3G,text,Counter,1,0.87,1,1,1,0,0
W007,1,36,0,smart_3G,text,Counter,0,0.842,1,1,0,0,0
W007,1,37,0,smart_3G,text,Counter,1,0.651,0,1,1,0,0
W007,1,38,0,smart_3G,text,Calib,0,0.721,0,1,1,0,0
W007,1,39,0,smart_3G,text,Rationale,1,0.782,1,1,1,0,0
W007,1,40,0,smart_3G,text,Calib,1,0.751,1,1,1,0,0
W007,2,1,0,smart_3G,text,Calib,0,0.419,0,0,0,0,0
W007,2,2,0,smart_3G,text,Calib,1,0.726,1,1,0,0,0
W007,2,3,0,smart_3G,text,Counter,0,0.778,1,0,1,0,0
W007,2,4,0,smart_3G,text,None,1,0.89,0,1,0,1,0
W007,2,5,0,smart_3G,text,Rationale,0,0.465,0,0,0,0,0
W007,2,6,0,smart_3G,text,None,1,0.787,1,1,0,0,0
W007,2,7,0,smart_3G,text,Counter,0,0.829,1,0,1,0,0
W007,2,8,0,smart_3G,text,Rationale,0,0.664,1,1,0,0,0
W007,2,9,0,smart_3G,text,Rationale,1,0.681,1,0,1,0,0
W007,2,10,0,smart_3G,text,None,1,0.807,1,1,1,0,0
W007,2,11,0,smart_3G,text,Counter,0,0.698,1,1,0,0,0
W007,2,12,0,smart_3G,text,None,0,0.947,1,1,1,0,0
W007,2,13,0,smart_3G,text,Counter,1,0.844,1,1,0,0,0
W007,2,14,0,smart_3G,text,Counter,0,0.9,1,1,1,0,0
W007,2,15,0,smart_3G,text,Calib,1,0.857,1,1,1,0,0
W007,2,16,0,smart_3G,text,Calib,1,0.717,1,0,1,0,0
W007,2,17,0,smart_3G,text,Rationale,1,0.759,1,0,1,0,0
W007,2,18,0,smart_3G,text,Calib,1,0.77,1,1,0,0,0
W007,2,19,0,smart_3G,text,Calib,0,0.822,1,1,0,0,0
W007,2,20,0,smart_3G,text,None,0,0.677,1,0,1,0,0
W007,2,21,0,smart_3G,text,Rationale,0,0.821,1,0,1,0,0
W007,2,22,0,smart_3G,text,None,1,0.653,1,0,1,0,0
W007,2,23,0,smart_3G,text,Counter,1,0.694,1,0,0,0,0
W007,2,24,0,smart_3G,text,Counter,1,0.795,1,1,1,0,0
W007,2,25,0,smart_3G,text,Calib,0,0.729,1,1,1,0,0
W007,2,26,0,smart_3G,text,Rationale,0,0.938,1,1,0,0,0
W007,2,27,0,smart_3G,text,Rationale,0,0.739,1,0,0,0,0
W007,2,28,0,smart_3G,text,Rationale,1,0.706,1,0,0,0,0
W007,2,29,0,smart_3G,text,None,1,0.962,1,1,0,0,0
W007,2,30,0,smart_3G,text,None,0,0.784,1,0,1,0,0
W007,2,31,0,smart_3G,text,None,1,0.783,1,0,1,0,0
W007,2,32,0,smart_3G,text,None,1,0.81,1,1,0,0,0
W007,2,33,0,smart_3G,text,None,1,0.516,0,1,1,0,0
W007,2,34,0,smart_3G,text,Rationale,1,0.718,1,0,0,0,0
W007,2,35,0,smart_3G,text,Rationale,1,0.887,1,0,1,0,0
W007,2,36,0,smart_3G,text,Rationale,1,0.714,1,0,0,0,0
W007,2,37,0,smart_3G,text,Calib,1,0.726,1,0,1,0,0
W007,2,38,0,smart_3G,text,None,1,0.705,1,1,0,0,0
W007,2,39,0,smart_3G,text,None,1,0.815,1,1,1,0,0
W007,2,40,0,smart_3G,text,Rationale,1,0.577,0,0,0,0,0
W007,3,1,0,smart_3G,text,Calib,0,0.875,1,1,1,0,0
W007,3,2,0,smart_3G,text,Counter,0,0.763,1,0,1,0,0
W007,3,3,0,smart_3G,text,Calib,0,0.643,1,1,1,0,0
W007,3,4,0,smart_3G,text,Rationale,0,0.701,1,1,0,0,0
W007,3,5,0,smart_3G,text,Calib,0,0.855,1,1,0,0,0
W007,3,6,0,smart_3G,text,None,0,0.862,1,0,1,0,0
W007,3,7,0,smart_3G,text,Calib,0,0.865,1,1,1,0,0
W007,3,8,0,smart_3G,text,None,1,0.743,1,1,1,0,0
W007,3,9,0,smart_3G,text,Counter,1,0.714,1,0,1,0,0
W007,3,10,0,smart_3G,text,Rationale,0,0.538,0,1,1,0,0
W007,3,11,0,smart_3G,text,Counter,1,0.818,1,1,0,0,0
W007,3,12,0,smart_3G,text,Rationale,0,0.704,0,0,0,0,0
W007,3,13,0,smart_3G,text,Calib,1,0.781,1,1,1,0,0
W007,3,14,0,smart_3G,text,Counter,0,0.707,1,0,1,0,0
W007,3,15,0,smart_3G,text,Counter,1,0.764,1,0,0,0,0
W007,3,16,0,smart_3G,text,Counter,1,0.835,1,0,1,0,0
W007,3,17,0,smart_3G,text,Calib,1,0.908,1,1,1,0,0
W007,3,18,0,smart_3G,text,Calib,0,0.637,1,1,1,0,0
W007,3,19,0,smart_3G,text,None,1,0.618,1,1,1,0,0
W007,3,20,0,smart_3G,text,Counter,1,0.567,0,0,1,0,0
W007,3,21,0,smart_3G,text,Rationale,1,0.805,1,1,0,0,0
W007,3,22,0,smart_3G,text,Rationale,0,0.719,1,1,1,0,0
W007,3,23,0,smart_3G,text,Rationale,1,0.83,1,1,0,0,0
W007,3,24,0,smart_3G,text,Counter,0,0.801,1,1,1,0,0
W007,3,25,0,smart_3G,text,Calib,1,0.75,1,0,1,0,0
W007,3,26,0,smart_3G,text,Calib,0,0.779,1,1,0,0,0
W007,3,27,0,smart_3G,text,Rationale,1,0.948,1,1,1,0,0
W007,3,28,0,smart_3G,text,Rationale,0,0.902,1,0,1,0,0
W007,3,29,0,smart_3G,text,Calib,1,0.891,1,1,1,0,0
W007,3,30,0,smart_3G,text,Calib,0,0.737,1,1,1,0,0
W007,3,31,0,smart_3G,text,Calib,0,0.439,0,1,1,0,0
W007,3,32,0,smart_3G,text,Counter,1,0.88,1,1,1,0,0
W007,3,33,0,smart_3G,text,Counter,1,0.881,1,1,0,0,0
W007,3,34,0,smart_3G,text,None,0,0.848,1,1,0,0,0
W007,3,35,0,smart_3G,text,Rationale,1,0.883,1,1,1,0,0
W007,3,36,0,smart_3G,text,Rationale,1,0.957,0,1,1,1,1
W007,3,37,0,smart_3G,text,None,1,0.758,1,1,1,0,0
W007,3,38,0,smart_3G,text,Calib,1,0.787,1,1,1,0,0
W007,3,39,0,smart_3G,text,Counter,0,0.749,1,0,0,0,0
W007,3,40,0,smart_3G,text,Rationale,1,0.738,1,1,1,0,0
W007,4,1,0,smart_3G,text,Calib,0,0.765,1,1,1,0,0
W007,4,2,0,smart_3G,text,Counter,1,0.785,1,1,1,0,0
W007,4,3,0,smart_3G,text,Calib,1,0.624,0,1,0,0,0
W007,4,4,0,smart_3G,text,Calib,0,0.779,1,1,1,0,0
W007,4,5,0,smart_3G,text,Calib,1,0.53,0,0,0,0,0
W007,4,6,0,smart_3G,text,Calib,0,0.743,0,0,0,0,0
W007,4,7,0,smart_3G,text,Counter,0,0.785,1,0,0,0,0
W007,4,8,0,smart_3G,text,Counter,1,0.853,1,1,1,0,0
W007,4,9,0,smart_3G,text,Rationale,0,0.847,1,1,1,0,0
W007,4,10,0,smart_3G,text,Rationale,1,0.886,1,0,1,0,0
W007,4,11,0,smart_3G,text,None,1,0.893,1,0,1,0,0
W007,4,12,0,smart_3G,text,Counter,0,0.55,0,0,0,0,0
W007,4,13,0,smart_3G,text,Rationale,1,0.664,1,1,0,0,0
W007,4,14,0,smart_3G,text,Counter,0,0.632,0,1,1,0,0
W007,4,15,0,smart_3G,text,Rationale,0,0.718,1,1,0,0,0
W007,4,16,0,smart_3G,text,Rationale,0,0.299,0,1,1,0,0
W007,4,17,0,smart_3G,text,Rationale,1,0.765,1,1,1,0,0
W007,4,18,0,smart_3G,text,Counter,1,0.795,0,1,1,0,0
W007,4,19,0,smart_3G,text,None,1,0.815,1,0,0,0,0
W007,4,20,0,smart_3G,text,Calib,1,0.662,1,0,0,0,0
W007,4,21,0,smart_3G,text,Counter,1,0.513,0,1,1,0,0
W007,4,22,0,smart_3G,text,None,1,0.625,0,0,1,0,0
W007,4,23,0,smart_3G,text,Rationale,1,0.903,0,0,1,1,1
W007,4,24,0,smart_3G,text,Rationale,0,0.693,1,1,1,0,0
W007,4,25,0,smart_3G,text,Counter,0,0.68,0,1,1,0,0
W007,4,26,0,smart_3G,text,Rationale,0,0.837,1,1,1,0,0
W007,4,27,0,smart_3G,text,Rationale,1,0.603,0,0,1,0,0
W007,4,28,0,smart_3G,text,Rationale,1,0.784,1,1,1,0,0
W007,4,29,0,smart_3G,text,Calib,1,0.44,0,0,0,0,0
W007,4,30,0,smart_3G,text,Rationale,1,0.821,1,0,1,0,0
W007,4,31,0,smart_3G,text,Counter,0,0.737,1,1,1,0,0
W007,4,32,0,smart_3G,text,Calib,1,0.809,0,0,0,1,0
W007,4,33,0,smart_3G,text,Rationale,0,0.842,1,1,1,0,0
W007,4,34,0,smart_3G,text,Calib,1,0.909,1,1,0,0,0
W007,4,35,0,smart_3G,text,Calib,1,0.58,0,0,0,0,0
W007,4,36,0,smart_3G,text,Rationale,1,0.782,1,1,1,0,0
W007,4,37,0,smart_3G,text,Counter,1,0.727,0,0,1,0,0
W007,4,38,0,smart_3G,text,Counter,1,0.721,1,0,1,0,0
W007,4,39,0,smart_3G,text,None,1,0.844,1,0,0,0,0
W007,4,40,0,smart_3G,text,Rationale,1,0.803,1,1,1,0,0
W007,5,1,0,smart_3G,text,Counter,1,0.732,1,0,0,0,0
W007,5,2,0,smart_3G,text,Rationale,0,0.644,0,0,0,0,0
W007,5,3,0,smart_3G,text,Counter,1,0.76,1,1,1,0,0
W007,5,4,0,smart_3G,text,Calib,1,0.729,1,0,1,0,0
W007,5,5,0,smart_3G,text,Rationale,1,0.758,1,0,1,0,0
W007,5,6,0,smart_3G,text,None,1,0.776,1,1,1,0,0
W007,5,7,0,smart_3G,text,Counter,1,0.708,1,1,1,0,0
W007,5,8,0,smart_3G,text,Calib,0,0.694,1,1,1,0,0
W007,5,9,0,smart_3G,text,Rationale,1,0.731,1,1,1,0,0
W007,5,10,0,smart_3G,text,None,1,0.955,1,0,0,0,0
W007,5,11,0,smart_3G,text,Counter,0,0.71,1,1,1,0,0
W007,5,12,0,smart_3G,text,Rationale,1,0.936,1,1,0,0,0
W007,5,13,0,smart_3G,text,Calib,1,0.818,1,0,1,0,0
W007,5,14,0,smart_3G,text,None,0,0.571,0,1,0,0,0
W007,5,15,0,smart_3G,text,Rationale,1,0.506,1,0,1,0,0
W007,5,16,0,smart_3G,text,Rationale,1,0.633,1,1,0,0,0
W007,5,17,0,smart_3G,text,Counter,1,0.784,1,1,1,0,0
W007,5,18,0,smart_3G,text,Counter,1,0.77,1,1,1,0,0
W007,5,19,0,smart_3G,text,Rationale,0,0.755,1,1,1,0,0
W007,5,20,0,smart_3G,text,Rationale,1,0.934,1,0,1,0,0
W007,5,21,0,smart_3G,text,None,1,0.677,1,1,1,0,0
W007,5,22,0,smart_3G,text,Calib,1,0.755,1,0,0,0,0
W007,5,23,0,smart_3G,text,Calib,1,0.673,1,0,1,0,0
W007,5,24,0,smart_3G,text,Counter,0,0.816,1,0,1,0,0
W007,5,25,0,smart_3G,text,Calib,0,0.678,1,0,1,0,0
W007,5,26,0,smart_3G,text,Rationale,1,0.601,0,0,1,0,0
W007,5,27,0,smart_3G,text,Rationale,0,0.635,1,1,1,0,0
W007,5,28,0,smart_3G,text,Calib,1,0.448,0,0,1,0,0
W007,5,29,0,smart_3G,text,Rationale,1,0.784,1,1,1,0,0
W007,5,30,0,smart_3G,text,Calib,1,0.638,1,1,0,0,0
W007,5,31,0,smart_3G,text,Counter,1,0.461,0,1,1,0,0
W007,5,32,0,smart_3G,text,Rationale,1,0.838,1,1,1,0,0
W007,5,33,0,smart_3G,text,Counter,1,0.735,0,0,0,0,0
W007,5,34,0,smart_3G,text,Calib,1,0.74,1,0,1,0,0
W007,5,35,0,smart_3G,text,Calib,0,0.779,1,0,0,0,0
W007,5,36,0,smart_3G,text,Counter,1,0.787,1,0,0,0,0
W007,5,37,0,smart_3G,text,None,1,0.377,0,1,0,0,0
W007,5,38,0,smart_3G,text,Calib,1,0.859,1,0,0,0,0
W007,5,39,0,smart_3G,text,Rationale,1,0.697,1,1,0,0,0
W007,5,40,0,smart_3G,text,None,1,0.818,0,1,1,1,1
W007,6,1,0,smart_3G,text,None,1,0.729,1,1,0,0,0
W007,6,2,0,smart_3G,text,Counter,0,0.693,0,0,1,0,0
W007,6,3,0,smart_3G,text,Rationale,1,0.76,1,1,0,0,0
W007,6,4,0,smart_3G,text,Counter,1,0.773,1,1,1,0,0
W007,6,5,0,smart_3G,text,Counter,0,0.985,0,1,1,1,1
W007,6,6,0,smart_3G,text,Calib,0,0.715,1,0,1,0,0
W007,6,7,0,smart_3G,text,Calib,0,0.731,1,0,1,0,0
W007,6,8,0,smart_3G,text,Rationale,0,0.791,1,1,0,0,0
W007,6,9,0,smart_3G,text,None,1,0.76,1,0,1,0,0
W007,6,10,0,smart_3G,text,None,0,0.574,0,0,0,0,0
W007,6,11,0,smart_3G,text,Calib,1,0.745,1,0,1,0,0
W007,6,12,0,smart_3G,text,Rationale,0,0.715,1,0,0,0,0
W007,6,13,0,smart_3G,text,Rationale,1,0.665,1,0,1,0,0
W007,6,14,0,smart_3G,text,Rationale,0,0.848,1,0,1,0,0
W007,6,15,0,smart_3G,text,None,1,0.673,0,1,1,0,0
W007,6,16,0,smart_3G,text,None,1,0.787,1,1,1,0,0
W007,6,17,0,smart_3G,text,Calib,1,0.717,1,1,1,0,0
W007,6,18,0,smart_3G,text,Calib,0,0.833,1,1,0,0,0
W007,6,19,0,smart_3G,text,Counter,0,0.749,0,1,1,0,0
W007,6,20,0,smart_3G,text,None,0,0.702,0,0,1,0,0
W007,6,21,0,smart_3G,text,None,1,0.825,1,1,1,0,0
W007,6,22,0,smart_3G,text,Calib,1,0.617,0,0,1,0,0
W007,6,23,0,smart_3G,text,Rationale,1,0.758,1,1,1,0,0
W007,6,24,0,smart_3G,text,None,1,0.683,1,0,1,0,0
W007,6,25,0,smart_3G,text,None,1,0.865,1,0,1,0,0
W007,6,26,0,smart_3G,text,Rationale,0,0.811,1,1,0,0,0
W007,6,27,0,smart_3G,text,Calib,0,0.717,1,0,1,0,0
W007,6,28,0,smart_3G,text,Counter,0,0.767,1,1,1,0,0
W007,6,29,0,smart_3G,text,Calib,1,0.787,1,0,1,0,0
W007,6,30,0,smart_3G,text,Calib,0,0.626,1,0,1,0,0
W007,6,31,0,smart_3G,text,None,0,0.805,1,1,1,0,0
W007,6,32,0,smart_3G,text,Counter,1,0.848,1,0,1,0,0
W007,6,33,0,smart_3G,text,Rationale,1,0.626,0,1,1,0,0
W007,6,34,0,smart_3G,text,Counter,1,0.795,1,0,1,0,0
W007,6,35,0,smart_3G,text,Rationale,0,0.878,1,0,1,0,0
W007,6,36,0,smart_3G,text,None,1,0.808,1,0,1,0,0
W007,6,37,0,smart_3G,text,Rationale,1,0.639,1,1,1,0,0
W007,6,38,0,smart_3G,text,None,1,0.972,1,1,1,0,0
W007,6,39,0,smart_3G,text,Rationale,1,0.783,1,0,1,0,0
W007,6,40,0,smart_3G,text,Calib,1,0.836,1,1,1,0,0
W008,1,1,0,feature_2G,voice,Counter,1,0.559,0,1,1,0,0
W008,1,2,0,feature_2G,voice,Calib,0,0.877,1,1,0,0,0
W008,1,3,0,feature_2G,voice,Counter,0,0.448,0,0,0,0,0
W008,1,4,0,feature_2G,voice,Calib,0,0.92,1,1,1,0,0
W008,1,5,0,feature_2G,voice,None,0,0.578,0,0,1,0,0
W008,1,6,0,feature_2G,voice,Counter,1,0.696,0,1,0,0,0
W008,1,7,0,feature_2G,voice,None,0,0.842,1,0,1,0,0
W008,1,8,0,feature_2G,voice,None,0,0.782,1,0,0,0,0
W008,1,9,0,feature_2G,voice,Counter,1,0.425,0,0,1,0,0
W008,1,10,0,feature_2G,voice,Calib,0,0.79,1,1,0,0,0
W008,1,11,0,feature_2G,voice,Rationale,0,0.659,0,0,1,0,0
W008,1,12,0,feature_2G,voice,Counter,1,0.651,1,1,0,0,0
W008,1,13,0,feature_2G,voice,Counter,0,0.64,0,1,1,0,0
W008,1,14,0,feature_2G,voice,Counter,1,0.805,1,1,1,0,0
W008,1,15,0,feature_2G,voice,Rationale,1,0.854,0,1,1,1,1
W008,1,16,0,feature_2G,voice,Rationale,0,0.674,1,0,1,0,0
W008,1,17,0,feature_2G,voice,Rationale,1,0.816,1,1,1,0,0
W008,1,18,0,feature_2G,voice,Rationale,1,0.639,0,1,0,0,0
W008,1,19,0,feature_2G,voice,Rationale,1,0.845,1,1,0,0,0
W008,1,20,0,feature_2G,voice,None,0,0.489,0,1,1,0,0
W008,1,21,0,feature_2G,voice,Calib,1,0.682,1,0,1,0,0
W008,1,22,0,feature_2G,voice,Calib,0,0.763,1,0,1,0,0
W008,1,23,0,feature_2G,voice,Calib,1,0.693,0,1,1,0,0
W008,1,24,0,feature_2G,voice,Counter,0,0.69,1,0,1,0,0
W008,1,25,0,feature_2G,voice,None,1,0.815,1,0,1,0,0
W008,1,26,0,feature_2G,voice,Rationale,0,0.828,1,1,1,0,0
W008,1,27,0,feature_2G,voice,None,0,0.572,1,1,0,0,0
W008,1,28,0,feature_2G,voice,Counter,1,0.894,1,1,1,0,0
W008,1,29,0,feature_2G,voice,Calib,1,0.693,1,0,1,0,0
W008,1,30,0,feature_2G,voice,Calib,1,0.82,1,0,1,0,0
W008,1,31,0,feature_2G,voice,Calib,1,0.759,1,0,1,0,0
W008,1,32,0,feature_2G,voice,Calib,1,0.604,1,0,1,0,0
W008,1,33,0,feature_2G,voice,Rationale,0,0.702,0,0,0,0,0
W008,1,34,0,feature_2G,voice,None,1,0.78,1,0,1,0,0
